depth,network,site_id,n_ml,n_sport,longitude,latitude,robust,KGE_KGML,KGE_SPoRT,KGE_diff,r_KGML,r_SPoRT,r_diff,pbias_KGML,pbias_SPoRT,pbias_diff,abs_pbias_adv
Shallow,SNTL,SNTL:836,1184,1184,-114.5056,46.1438,TRUE,0.4722045956991976,0.398756017856853,0.0734485778423446,0.7464982232228558,0.4940473667441447,0.25245085647871107,-28.5,30.3,-58.8,1.8000000000000007
Shallow,SNTL,SNTL:903,246,246,-112.50787,46.84234,FALSE,0.6324972857922533,0.03485648974994626,0.597640796042307,0.6618932792279897,0.2967952512257723,0.36509802800221736,10.1,57.3,-47.199999999999996,47.199999999999996
Shallow,SNTL,SNTL:974,270,270,-123.42594,47.94485000000001,FALSE,0.7342600231052987,0.42215575057892585,0.31210427252637285,0.8241546187409615,0.6654819544418885,0.158672664299073,-3.5,40.8,-44.3,37.3
Shallow,SNTL,SNTL:990,286,286,-121.2555,48.8793,FALSE,0.6025784476430792,0.495607460578779,0.1069709870643002,0.8093412184939477,0.6231175749225566,0.1862236435713911,-19.8,32.4,-52.2,12.599999999999998
Shallow,SNTL,SNTL:999,163,163,-121.69822999999998,48.76292000000001,FALSE,0.25130645406494,0.1626699234270521,0.0886365306378879,0.4905418968984115,0.41415283677337184,0.07638906012503965,-14.4,34.5,-48.9,20.1
Shallow,UMRB Mesonet,ACMS2,66,NA,-99.0929,43.4992,FALSE,0.7349833468697001,NA,NA,0.8614831938018432,NA,NA,21.7,NA,NA,NA
Shallow,UMRB Mesonet,ALMW4,506,NA,-104.2483,44.5871,TRUE,0.6494441815544952,NA,NA,0.7802286505588653,NA,NA,7.3,NA,NA,NA
Shallow,UMRB Mesonet,ALUN1,68,NA,-102.89401,42.05799,FALSE,0.5297376481835798,NA,NA,0.9360446067513755,NA,NA,-2.1,NA,NA,NA
Shallow,UMRB Mesonet,ASAM8,507,NA,-106.14318,45.57326,TRUE,0.5530120718438549,NA,NA,0.8914010341344041,NA,NA,16.9,NA,NA,NA
Shallow,UMRB Mesonet,AVMS2,52,NA,-98.0002,43.0096,FALSE,0.44021519008318677,NA,NA,0.5186700202065713,NA,NA,-16.1,NA,NA,NA
Shallow,UMRB Mesonet,AVNW4,486,NA,-104.5444,44.8605,TRUE,0.46450115184521434,NA,NA,0.7967626468119778,NA,NA,29.8,NA,NA,NA
Shallow,UMRB Mesonet,AWMS2,44,NA,-98.6834,45.4054,FALSE,0.2981544368314587,NA,NA,0.38734061332901454,NA,NA,-10.8,NA,NA,NA
Shallow,UMRB Mesonet,BDEM8,26,NA,-105.25889,48.55058,FALSE,0.31130656110609944,NA,NA,0.43423310038886803,NA,NA,23.4,NA,NA,NA
Shallow,UMRB Mesonet,BDMS2,27,NA,-98.2781,45.1544,FALSE,0.5968922073090965,NA,NA,0.9223170253961392,NA,NA,24.7,NA,NA,NA
Shallow,UMRB Mesonet,BDMW4,240,NA,-105.0406,44.953,FALSE,0.8636978152129555,NA,NA,0.9085635596761475,NA,NA,8.6,NA,NA,NA
Shallow,UMRB Mesonet,BFDN8,127,NA,-103.92594,47.97074,FALSE,0.1952070353751677,NA,NA,0.5876292065229917,NA,NA,-43.6,NA,NA,NA
Shallow,UMRB Mesonet,BMRN8,124,NA,-99.31836,47.74575,FALSE,0.4705657826702031,NA,NA,0.8514484868513188,NA,NA,31.8,NA,NA,NA
Shallow,UMRB Mesonet,BNGM8,76,NA,-108.49062,45.62588,FALSE,0.842424753365796,NA,NA,0.9372294582121676,NA,NA,6.9,NA,NA,NA
Shallow,UMRB Mesonet,BNWM8,355,NA,-112.17275,47.30804,FALSE,0.5597832857330964,NA,NA,0.9160784663564582,NA,NA,9.3,NA,NA,NA
Shallow,UMRB Mesonet,BRYM8,408,NA,-111.66432,48.10323,TRUE,0.7760050569708545,NA,NA,0.7788574081330887,NA,NA,1.7,NA,NA,NA
Shallow,UMRB Mesonet,BSEM8,56,NA,-110.03595,48.03403,FALSE,0.11179200052617488,NA,NA,0.6069276647407,NA,NA,20.9,NA,NA,NA
Shallow,UMRB Mesonet,BSWM8,52,NA,-110.32165,48.24156,FALSE,0.06471323545790042,NA,NA,0.8303814643344848,NA,NA,63.3,NA,NA,NA
Shallow,UMRB Mesonet,BTSM8,687,83,-109.82669,45.74353,TRUE,0.2149598425911775,-1.3773597558704251,1.5923195984616028,0.8746732983394377,0.6612300669942558,0.21344323134518195,74,229.3,-155.3,155.3
Shallow,UMRB Mesonet,BUFM8,43,NA,-112.65625,48.85363,FALSE,0.04287267244656734,NA,NA,0.3886710317599109,NA,NA,24.8,NA,NA,NA
Shallow,UMRB Mesonet,BUSM8,379,NA,-106.93155,45.51856,TRUE,0.7487730519887803,NA,NA,0.909621714688513,NA,NA,13.8,NA,NA,NA
Shallow,UMRB Mesonet,BYUM8,406,NA,-112.49437,47.95719,TRUE,0.7052721037851892,NA,NA,0.8787641954866664,NA,NA,9.6,NA,NA,NA
Shallow,UMRB Mesonet,CCMS2,98,NA,-104.0168,45.4235,FALSE,0.5980281092187527,NA,NA,0.94139785527439,NA,NA,6.2,NA,NA,NA
Shallow,UMRB Mesonet,CDLN8,214,NA,-103.02859,46.28376,FALSE,0.2427385289153583,NA,NA,0.6678431303833446,NA,NA,64.8,NA,NA,NA
Shallow,UMRB Mesonet,CGMS2,8,NA,-97.6605,44.1673,FALSE,0.32205624032512914,NA,NA,0.8299958377413594,NA,NA,-13.9,NA,NA,NA
Shallow,UMRB Mesonet,CGMW4,96,NA,-104.25466,44.95865,FALSE,0.6939628761491197,NA,NA,0.9271833095818586,NA,NA,-18.8,NA,NA,NA
Shallow,UMRB Mesonet,CHMS2,64,NA,-101.3658,44.7079,FALSE,0.398291623626138,NA,NA,0.8217383694198134,NA,NA,-14.1,NA,NA,NA
Shallow,UMRB Mesonet,CHSM8,362,NA,-111.03759,48.44775,FALSE,0.6256068088587972,NA,NA,0.7887471663388812,NA,NA,20.4,NA,NA,NA
Shallow,UMRB Mesonet,CLMS2,395,NA,-97.8464,44.9374,TRUE,0.6523498064854603,NA,NA,0.8569558220647727,NA,NA,-12.7,NA,NA,NA
Shallow,UMRB Mesonet,CLMW4,81,NA,-106.1102,44.5263,FALSE,0.2863174531606909,NA,NA,0.7054770610449611,NA,NA,-31,NA,NA,NA
Shallow,UMRB Mesonet,CMMW4,99,NA,-106.44363,44.00906,FALSE,0.5613686070478665,NA,NA,0.9742405205151664,NA,NA,-14.7,NA,NA,NA
Shallow,UMRB Mesonet,CNNM8,63,NA,-111.92398,48.30707,FALSE,0.3962729852238953,NA,NA,0.5344590298644493,NA,NA,-10.5,NA,NA,NA
Shallow,UMRB Mesonet,CRMW4,422,NA,-104.8021,44.4485,TRUE,0.28661110130509104,NA,NA,0.7686026265140538,NA,NA,66.3,NA,NA,NA
Shallow,UMRB Mesonet,CRNM8,54,NA,-110.99302,48.02231,FALSE,0.5095204562049696,NA,NA,0.8054261867812678,NA,NA,4.1,NA,NA,NA
Shallow,UMRB Mesonet,CSTM8,55,NA,-109.52066,47.4245,FALSE,0.14947649436591226,NA,NA,0.8440038836755281,NA,NA,78.2,NA,NA,NA
Shallow,UMRB Mesonet,DCMW4,94,NA,-105.13755,43.28535,FALSE,0.5140333600371068,NA,NA,0.8914258979245404,NA,NA,-28.8,NA,NA,NA
Shallow,UMRB Mesonet,DOGM8,66,NA,-113.06213,48.37776,FALSE,-3.059816054319408,NA,NA,0.6097822628386855,NA,NA,401,NA,NA,NA
Shallow,UMRB Mesonet,DOOM8,300,NA,-104.38458,48.83369,FALSE,0.6457161508526905,NA,NA,0.8608069430424378,NA,NA,9.9,NA,NA,NA
Shallow,UMRB Mesonet,DRYM8,58,NA,-108.64159,48.0419,FALSE,0.09540762943828396,NA,NA,0.2558420816277695,NA,NA,-1.7,NA,NA,NA
Shallow,UMRB Mesonet,DTMS2,191,NA,-97.5325,44.4951,FALSE,0.4469545198342535,NA,NA,0.9335378368339604,NA,NA,-11.5,NA,NA,NA
Shallow,UMRB Mesonet,DTMW4,406,NA,-105.014,44.713,TRUE,0.5794656311288582,NA,NA,0.859241490882642,NA,NA,-25.5,NA,NA,NA
Shallow,UMRB Mesonet,DVDN8,340,NA,-103.6971,46.5641,FALSE,-0.1322177813649419,NA,NA,0.7593890538033689,NA,NA,110.6,NA,NA,NA
Shallow,UMRB Mesonet,DYRM8,466,NA,-112.54923,48.29556,TRUE,0.5649078027748935,NA,NA,0.7504226771577509,NA,NA,-3.8,NA,NA,NA
Shallow,UMRB Mesonet,EGBS2,54,NA,-101.07714,45.02386,FALSE,0.21359637605730708,NA,NA,0.23022237720725713,NA,NA,-10.1,NA,NA,NA
Shallow,UMRB Mesonet,ELIN8,208,NA,-101.9858,46.5013,FALSE,0.6465666624336521,NA,NA,0.7791451026421008,NA,NA,7.8,NA,NA,NA
Shallow,UMRB Mesonet,ESWN1,419,NA,-102.16559,42.2794,TRUE,0.7755236775603224,NA,NA,0.8444956147507316,NA,NA,-16.2,NA,NA,NA
Shallow,UMRB Mesonet,FCMW4,390,NA,-104.2952,44.1959,TRUE,0.8695590228530001,NA,NA,0.9169770507514966,NA,NA,0.6,NA,NA,NA
Shallow,UMRB Mesonet,FLDN8,313,NA,-103.24321,47.12531,FALSE,0.45510428082502086,NA,NA,0.8983356631105986,NA,NA,-15.3,NA,NA,NA
Shallow,UMRB Mesonet,FLMS2,485,NA,-103.055,43.1002,TRUE,0.567105919717658,NA,NA,0.8213861919070159,NA,NA,20.3,NA,NA,NA
Shallow,UMRB Mesonet,FOXM8,55,NA,-110.74849,48.89941,FALSE,-0.29933726343392975,NA,NA,-0.011230994931886359,NA,NA,1.3,NA,NA,NA
Shallow,UMRB Mesonet,FRDN1,442,NA,-97.398063,42.749287,TRUE,0.49657587623823074,NA,NA,0.8442526774791244,NA,NA,34.9,NA,NA,NA
Shallow,UMRB Mesonet,FRGM8,388,NA,-109.08885,47.10576,TRUE,0.768819294502613,NA,NA,0.9177394361569643,NA,NA,12.2,NA,NA,NA
Shallow,UMRB Mesonet,FROM8,305,NA,-104.49668,48.25794,FALSE,-0.24013348347974972,NA,NA,0.7874578413064337,NA,NA,121.5,NA,NA,NA
Shallow,UMRB Mesonet,FTKM8,41,NA,-104.77125,48.22337,FALSE,-0.16861379376720365,NA,NA,0.009192837536661058,NA,NA,-1.4,NA,NA,NA
Shallow,UMRB Mesonet,GLOM8,48,NA,-106.74891,48.1244,FALSE,-0.5645325806580717,NA,NA,-0.5287004270500418,NA,NA,-2.2,NA,NA,NA
Shallow,UMRB Mesonet,GONN1,93,NA,-102.0689,42.64832,FALSE,0.21521717171084276,NA,NA,0.9388859762147144,NA,NA,-57.2,NA,NA,NA
Shallow,UMRB Mesonet,GRMS2,247,NA,-99.439,43.4642,FALSE,0.6902649855094479,NA,NA,0.882060374870005,NA,NA,15.2,NA,NA,NA
Shallow,UMRB Mesonet,GWMS2,56,NA,-100.2423,45.0057,FALSE,0.2922699968880753,NA,NA,0.6357899436495722,NA,NA,-0.1,NA,NA,NA
Shallow,UMRB Mesonet,HAUN1,83,NA,-103.89799,42.66399,FALSE,0.38960398849950384,NA,NA,0.927870697718555,NA,NA,59.1,NA,NA,NA
Shallow,UMRB Mesonet,HBNN8,295,NA,-102.0759,46.8045,FALSE,0.5263008819989583,NA,NA,0.8985536203425013,NA,NA,15.5,NA,NA,NA
Shallow,UMRB Mesonet,HDFN8,125,NA,-99.93723,47.45111,FALSE,0.5180861748600825,NA,NA,0.7748600781865522,NA,NA,11.7,NA,NA,NA
Shallow,UMRB Mesonet,HEUN1,98,NA,-102.93946,42.40871,FALSE,0.6426224533062901,NA,NA,0.9623842300745964,NA,NA,-2.1,NA,NA,NA
Shallow,UMRB Mesonet,HIWM8,62,NA,-110.89959,47.68476,FALSE,-0.946740130903071,NA,NA,0.014070121512211157,NA,NA,-16.3,NA,NA,NA
Shallow,UMRB Mesonet,HLMS2,105,NA,-97.17166,43.23507,FALSE,0.831342707239734,NA,NA,0.9253116585745742,NA,NA,-9.3,NA,NA,NA
Shallow,UMRB Mesonet,HMMS2,148,NA,-99.4144,44.8572,FALSE,0.8010560226677101,NA,NA,0.9093864546019346,NA,NA,-4.1,NA,NA,NA
Shallow,UMRB Mesonet,HOFN8,123,NA,-103.10819,48.16443,FALSE,0.7106032113687157,NA,NA,0.7824529673530944,NA,NA,13.7,NA,NA,NA
Shallow,UMRB Mesonet,HOGM8,38,NA,-108.78024,48.81634,FALSE,-0.27075070051874905,NA,NA,-0.13009710341497874,NA,NA,13.1,NA,NA,NA
Shallow,UMRB Mesonet,HRMS2,47,NA,-100.0909,45.8664,FALSE,0.532688482242996,NA,NA,0.7737318889573921,NA,NA,-18.5,NA,NA,NA
Shallow,UMRB Mesonet,HSMS2,213,NA,-102.9225,43.7387,FALSE,0.6534603079934951,NA,NA,0.9118291547142752,NA,NA,14.5,NA,NA,NA
Shallow,UMRB Mesonet,HSPN1,110,NA,-102.6489,42.36969,FALSE,0.3332488608796206,NA,NA,0.9071567494085631,NA,NA,-47.5,NA,NA,NA
Shallow,UMRB Mesonet,HSUN1,81,NA,-102.90947,42.61461,FALSE,0.3800227369167276,NA,NA,0.9073632783661656,NA,NA,-16.3,NA,NA,NA
Shallow,UMRB Mesonet,HUMW4,509,NA,-104.6962,44.7389,TRUE,0.6687429867278596,NA,NA,0.8584027132903602,NA,NA,-5.5,NA,NA,NA
Shallow,UMRB Mesonet,HWTM8,426,NA,-109.70085,46.41295,TRUE,0.5403519279477079,NA,NA,0.8798604666503816,NA,NA,43.9,NA,NA,NA
Shallow,UMRB Mesonet,INNM8,61,NA,-110.70967,48.71885,FALSE,-0.17283520588314416,NA,NA,-0.023437734744354632,NA,NA,16.6,NA,NA,NA
Shallow,UMRB Mesonet,ISMS2,95,NA,-101.4924,45.3863,FALSE,0.6214817074676751,NA,NA,0.8540097959961491,NA,NA,-27.5,NA,NA,NA
Shallow,UMRB Mesonet,ISSM8,63,NA,-110.71257,48.37537,FALSE,-0.062456272956149084,NA,NA,0.24792027150946572,NA,NA,-10.7,NA,NA,NA
