depth,network,site_id,fold,n_ml,n_sport,lon,lat,KGE_KGML,KGE_SPoRT,KGE_diff,r_KGML,r_SPoRT,r_diff,pbias_KGML,pbias_SPoRT,pbias_diff,abs_pbias_adv
Shallow,SNTL,SNTL:566,2,1576,1159,-110.43316,40.59709,0.425492156796085,0.40958103277219393,0.015911124023891055,0.8189108285289018,0.5298284786701806,0.2890823498587213,-45,-35.2,-9.799999999999997,-9.799999999999997
Shallow,SNTL,SNTL:569,4,4207,3745,-117.63197,41.51542,0.5740656981660563,0.3529414266559714,0.22112427151008496,0.8786055823704442,0.8247771597743038,0.0538284225961404,40.3,57.7,-17.400000000000006,17.400000000000006
Shallow,SNTL,SNTL:570,7,3726,3617,-115.3812,40.6448,0.7485080055816702,0.5753929022969926,0.1731151032846776,0.8704933336940432,0.7290309185925258,0.14146241510151747,-14.7,27,-41.7,12.3
Shallow,SNTL,SNTL:571,9,4058,3523,-105.86051,42.43566,0.6967337022862666,0.267886659079274,0.42884704320699263,0.8450509962174285,0.6209057938340101,0.2241452023834184,18,45,-27,27
Shallow,SNTL,SNTL:572,3,5648,4818,-109.27198,38.48225999999999,0.6502937490448604,0.4275548278988527,0.22273892114600768,0.7560128469561739,0.5953188800374856,0.1606939669186883,24.8,40.1,-15.3,15.3
Shallow,SNTL,SNTL:573,4,3959,3623,-116.02957,41.77636999999999,0.6896697785359233,0.641155129246574,0.04851464928934923,0.8827697614845126,0.856123992229832,0.02664576925468054,-28.7,-6.3,-22.4,-22.4
Shallow,SNTL,SNTL:574,8,2779,2549,-119.61281,38.27593999999999,0.19049823336934302,-2.0908075292797665,2.28130576264911,0.6757474413135399,0.3591996721380114,0.3165477691755285,72.8,302.3,-229.5,229.5
Shallow,SNTL,SNTL:575,6,4478,4451,-119.55111,38.30367,0.4702696289804771,-0.4362638980983149,0.906533527078792,0.8687099144089518,0.7431455083521636,0.1255644060567882,9.9,109.3,-99.39999999999999,99.39999999999999
Shallow,SNTL,SNTL:577,6,2657,2516,-110.66628,44.20862,0.6779127038332033,0.13855929468654338,0.53935340914666,0.7072820732541819,0.21299091503215792,0.49429115822202396,-10.7,17.5,-28.2,6.800000000000001
Shallow,SNTL,SNTL:579,6,3751,3113,-110.79813,40.864929999999994,0.1439036240628,-0.15152886527597653,0.2954324893387765,0.8070828301532383,0.4435149691326314,0.36356786102060695,83.1,100.6,-17.5,17.5
Shallow,SNTL,SNTL:580,6,3013,2438,-106.54823,37.38028,0.4040881307277132,0.16576266058706557,0.23832547014064764,0.5684005505326644,0.2792110128589037,0.28918953767376065,-40.6,-27.1,-13.5,-13.5
Shallow,SNTL,SNTL:582,1,3922,3509,-111.82607,41.40562,0.8088884105397012,0.4134648435975955,0.3954235669421057,0.8212373637067278,0.776036700801969,0.04520066290475888,5,50.2,-45.2,45.2
Shallow,SNTL,SNTL:583,8,5585,4789,-113.84582,37.48631,0.42097765128269105,0.23162323854221345,0.1893544127404776,0.8708459282531082,0.7810520140039902,0.08979391424911809,36.4,58.2,-21.800000000000004,21.800000000000004
Shallow,SNTL,SNTL:586,9,2370,2343,-107.92475,37.79895,0.6305591033855313,0.3091049995984263,0.32145410378710504,0.7757419682640314,0.48380755890365557,0.29193440936037585,-10.9,-18.2,7.299999999999999,7.299999999999999
Shallow,SNTL,SNTL:587,8,3417,3273,-119.36572,38.43745,0.8573418349378493,0.07974011704190098,0.7776017178959483,0.9359639412511187,0.697652282690445,0.2383116585606737,-3.1,78.1,-81.19999999999999,75
Shallow,SNTL,SNTL:589,6,3312,3285,-108.19636,37.89169,0.7496380888203519,0.37158230463057207,0.3780557841897798,0.8583519798986778,0.569823928351095,0.2885280515475829,-11,-0.2,-10.8,-10.8
Shallow,SNTL,SNTL:592,2,3829,3802,-113.39661,37.51255,0.5966866203859549,0.17717266400666332,0.41951395637929156,0.7955676152395268,0.7558567053764168,0.03971090986310999,27.2,70.6,-43.39999999999999,43.39999999999999
Shallow,SNTL,SNTL:593,8,3545,3414,-112.51458,37.48756000000001,0.1418455256934067,-0.1700346149514469,0.3118801406448536,0.6108033421985946,0.4668809461561392,0.14392239604245538,76,100,-24,24
Shallow,SNTL,SNTL:594,8,2744,2717,-115.70457,47.45749,0.742948750890889,0.28220295750491786,0.4607457933859711,0.8674501913482204,0.8103042090869705,0.057145982261249895,-3,45.7,-48.7,42.7
Shallow,SNTL,SNTL:596,10,2926,2781,-111.70965,40.83731,0.5267143577657865,0.20042219762243607,0.3262921601433504,0.7912045068797378,0.7462471386948081,0.04495736818492968,37.5,70.7,-33.2,33.2
Shallow,SNTL,SNTL:607,8,3060,3033,-106.67095,40.07832,0.3866478690904879,0.06578646703424351,0.32086140205624436,0.4045950113832701,0.15970101478066148,0.2448939966026086,-10.4,8.8,-19.200000000000003,-1.5999999999999996
Shallow,SNTL,SNTL:610,4,2445,2359,-114.28662,42.18072,0.7681997585665479,0.11894014753588011,0.6492596110306678,0.8839367188838954,0.7203001706256789,0.1636365482582165,-5.4,60.9,-66.3,55.5
Shallow,SNTL,SNTL:612,1,3553,3030,-111.31818,39.68338,0.5687547177065555,0.4128885853297849,0.1558661323767706,0.8062109113713363,0.529919326327198,0.2762915850441383,-21.2,-12.8,-8.399999999999999,-8.399999999999999
Shallow,SNTL,SNTL:615,7,4841,4294,-119.89672,39.16395,0.6760404870418752,0.2305306356639485,0.44550985137792676,0.7770877841810901,0.4990495764954777,0.27803820768561244,9.7,56.4,-46.7,46.7
Shallow,SNTL,SNTL:621,5,3265,2927,-112.43637,38.30285,0.26835968910524177,0.08977747044939721,0.17858221865584456,0.4951803516645252,0.31368175087747363,0.18149860078705154,-32,-27.6,-4.399999999999999,-4.399999999999999
Shallow,SNTL,SNTL:623,9,2793,2766,-116.26643,47.15044999999999,0.598112609351166,0.362750964330117,0.23536164502104895,0.8474285864843746,0.7518251721971559,0.09560341428721864,-27.3,39.6,-66.9,12.3
Shallow,SNTL,SNTL:626,1,3788,3038,-112.83849,37.569329999999994,0.7122979260126694,0.4563296283227607,0.2559682976899087,0.7871120955538016,0.4919067566825456,0.295205338871256,-1.1,12.4,-13.5,11.3
Shallow,SNTL,SNTL:628,6,3106,2955,-111.63683,40.658829999999995,0.7306066635273429,0.320019571693849,0.41058709183349396,0.8627199562156284,0.7335176579583785,0.12920229825724983,15.4,55.5,-40.1,40.1
Shallow,SNTL,SNTL:631,3,4013,3252,-112.61141,40.49384,0.6990663339504815,0.3287443026836463,0.37032203126683516,0.7604133046860257,0.4524633951473956,0.30794990953863016,16,30.7,-14.7,14.7
Shallow,SNTL,SNTL:633,2,3493,3467,-119.60869999999998,38.6683,0.3905025611631392,0.47118729201873866,-0.08068473085559946,0.8005578918636045,0.7879257304839143,0.012632161379690143,-38.9,25.1,-64,-13.799999999999997
Shallow,SNTL,SNTL:634,9,2920,2353,-111.49688,41.46547,0.7830780132386992,0.5026280761685548,0.28044993707014443,0.859211641484618,0.6981278890195796,0.16108375246503848,-6.7,38.3,-45,31.599999999999998
Shallow,SNTL,SNTL:640,3,2818,2791,-111.51864,34.94141,0.6427561990749509,0.5399417888827864,0.10281441019216442,0.9172836614804759,0.6745628593715354,0.24272080210894054,-18,-17.6,-0.3999999999999986,-0.3999999999999986
Shallow,SNTL,SNTL:643,1,3935,3290,-109.8881,40.60797999999999,0.4418535711919338,0.21132931542399103,0.23052425576794278,0.6371205467981329,0.3643769780110991,0.2727435687870338,40.7,42.8,-2.0999999999999943,2.0999999999999943
Shallow,SNTL,SNTL:644,2,448,448,-119.08158000000002,48.36166,0.764074372277644,-0.4897531516862912,1.2538275239639352,0.83183391542602,0.29868574128716335,0.5331481741388566,16.5,131.1,-114.6,114.6
Shallow,SNTL,SNTL:645,6,2222,2195,-116.23055,48.05726,0.6967457702063716,-0.007824010493771016,0.7045697807001426,0.7012405403441007,0.5645482816296024,0.1366922587144983,3.7,86.9,-83.2,83.2
Shallow,SNTL,SNTL:652,9,2416,2389,-119.89473,39.31573,-3.240117271890636,-5.16360186579037,1.923484593899734,0.2222982217698463,0.11117856407293153,0.11111965769691476,416.8,609.9,-193.09999999999997,193.09999999999997
Shallow,SNTL,SNTL:653,10,203,203,-117.17373,45.265220000000006,0.2124812582698542,0.12572577759871595,0.08675548067113825,0.2624063928302725,0.2978586198816759,-0.035452227051403384,-19.7,34.3,-54,14.599999999999998
Shallow,SNTL,SNTL:654,6,3409,3204,-116.55925000000002,42.6004,0.6894040472290532,0.5761719188068424,0.11323212842221086,0.8687553430039588,0.807890936587699,0.0608644064162599,-20.9,12.5,-33.4,-8.399999999999999
Shallow,SNTL,SNTL:679,1,195,195,-121.74765,46.78265,0.5063407829904483,-0.22019155515045297,0.7265323381409012,0.7014582326830056,0.5295405222366002,0.17191771044640536,36.6,111.4,-74.80000000000001,74.80000000000001
Shallow,SNTL,SNTL:680,6,1997,1970,-106.58962,38.81982,0.47464794940114763,0.4385941331076194,0.03605381629352822,0.6781649790149732,0.6669203328416432,0.011244646173329986,-41.3,-30.6,-10.699999999999996,-10.699999999999996
Shallow,SNTL,SNTL:682,2,1596,1569,-107.87951,39.04433000000001,0.4905810212813413,0.31661707290474406,0.17396394837659723,0.7122163484361873,0.4906898568052517,0.22152649163093563,-41.7,-41.8,0.09999999999999432,0.09999999999999432
Shallow,SNTL,SNTL:684,8,4199,3871,-111.62917,40.76184,0.5945707687897297,0.5351998023597775,0.05937096642995221,0.8890986808557241,0.7006182958373405,0.1884803850183836,-32.2,-6.1,-26.1,-26.1
Shallow,SNTL,SNTL:686,7,4539,3885,-111.63109,39.92976,0.6036604032025454,0.5385824829717172,0.06507792023082826,0.8074253237493798,0.6892835178717502,0.11814180587762957,-28.6,-16.5,-12.100000000000001,-12.100000000000001
Shallow,SNTL,SNTL:688,9,1616,1589,-105.84606,40.39803,0.5980036050122675,-0.09380149975485885,0.6918051047671263,0.7978397160583599,0.560936327526951,0.2369033885314089,29,83.8,-54.8,54.8
Shallow,SNTL,SNTL:691,2,3894,3597,-111.58259,39.01219,0.6359829300650012,0.4953495341486842,0.14063339591631696,0.7330228017094078,0.5830876886174386,0.14993511309196916,-20.5,-20.6,0.10000000000000142,0.10000000000000142
Shallow,SNTL,SNTL:694,2,3292,3265,-112.24915,38.88185,0.32040423815067287,-0.013826126166185171,0.33423036431685804,0.8356851962121695,0.5946370099181912,0.24104818629397828,65.1,90.1,-25,25
Shallow,SNTL,SNTL:697,1,4281,3870,-119.62624,38.50576,-0.10374141371243528,0.1316193603813598,-0.23536077409379508,0.5102781365774255,0.302355643888222,0.2079224926892035,-75.9,-33.4,-42.50000000000001,-42.50000000000001
Shallow,SNTL,SNTL:698,7,1832,1806,-115.24713,41.87255,0.5690161492563239,0.3996249369102204,0.16939121234610355,0.8449949141666043,0.7280199551260365,0.11697495904056787,-22.2,14.5,-36.7,-7.699999999999999
Shallow,SNTL,SNTL:701,9,1730,1703,-106.33967,38.48864,0.20297905742260203,-0.038555640632220056,0.24153469805482208,0.451665785617715,0.19664314174165182,0.25502264387606316,-47.7,-37,-10.700000000000003,-10.700000000000003
Shallow,SNTL,SNTL:706,3,585,400,-120.82533,42.31923,0.7629830066706769,0.16999719503723176,0.5929858116334451,0.9246230052567659,0.7498200242389975,0.17480298101776837,12.2,78.8,-66.6,66.6
Shallow,SNTL,SNTL:707,7,4207,3848,-117.08938,47.87927,0.5927731529729883,-0.22752999701337817,0.8203031499863664,0.7449675727113326,0.6246261050316914,0.12034146767964127,30,116.7,-86.7,86.7
Shallow,SNTL,SNTL:708,2,2095,2095,-106.39179,35.92195,-0.2562287047383647,-0.3291992545948885,0.07297054985652385,0.6255971340446098,0.43146037182583863,0.19413676221877119,119.5,115.7,3.799999999999997,-3.799999999999997
Shallow,SNTL,SNTL:714,1,3145,3049,-111.27221,39.45197,0.55175801352912,0.2649980592810406,0.28675995424807943,0.8047607036488956,0.4467653433811363,0.3579953602677593,-33.1,-20.2,-12.900000000000002,-12.900000000000002
